task,fold,role,session,subject,direction,margin_alpha_star_lt_1_fraction,margin_alpha_star_gt_1_fraction,margin_alpha_star_distribution,trial_conditional,ce_alpha_star_distribution,label_scope
OpenBMI_MI,0,inner_train,2,10,8,0.53,0.47,"[53, 0, 0, 0, 0, 0, 0, 47]",True,"[53, 0, 0, 0, 0, 0, 0, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,10,9,0.51,0.49,"[51, 0, 0, 0, 0, 0, 0, 49]",True,"[51, 0, 0, 0, 0, 0, 0, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,10,10,0.48,0.52,"[47, 0, 1, 0, 0, 0, 1, 51]",True,"[47, 0, 1, 0, 0, 0, 1, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,10,11,0.53,0.47,"[53, 0, 0, 0, 0, 0, 0, 47]",True,"[53, 0, 0, 0, 0, 0, 0, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,10,12,0.38,0.62,"[38, 0, 0, 0, 0, 0, 0, 62]",True,"[38, 0, 0, 0, 0, 0, 0, 62]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,10,13,0.41,0.59,"[41, 0, 0, 0, 0, 0, 0, 59]",True,"[41, 0, 0, 0, 0, 0, 0, 59]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,10,14,0.46,0.54,"[45, 1, 0, 0, 0, 0, 0, 54]",True,"[45, 0, 0, 1, 0, 0, 0, 54]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,10,15,0.56,0.44,"[56, 0, 0, 0, 0, 0, 0, 44]",True,"[56, 0, 0, 0, 0, 0, 0, 44]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,16,0,0.43,0.57,"[43, 0, 0, 0, 0, 0, 0, 57]",True,"[43, 0, 0, 0, 0, 0, 0, 57]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,16,1,0.5,0.5,"[50, 0, 0, 0, 0, 0, 0, 50]",True,"[50, 0, 0, 0, 0, 0, 0, 50]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,16,2,0.53,0.47,"[53, 0, 0, 0, 0, 0, 0, 47]",True,"[53, 0, 0, 0, 0, 0, 0, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,16,3,0.58,0.42,"[56, 1, 1, 0, 0, 0, 0, 42]",True,"[56, 1, 1, 0, 0, 0, 0, 42]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,16,4,0.48,0.52,"[48, 0, 0, 0, 0, 0, 0, 52]",True,"[48, 0, 0, 0, 0, 0, 0, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,16,5,0.53,0.47,"[53, 0, 0, 0, 0, 0, 0, 47]",True,"[53, 0, 0, 0, 0, 0, 0, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,16,6,0.41,0.59,"[39, 0, 2, 0, 0, 1, 0, 58]",True,"[39, 0, 1, 0, 1, 1, 0, 58]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,16,7,0.49,0.51,"[49, 0, 0, 0, 0, 0, 0, 51]",True,"[49, 0, 0, 0, 0, 0, 0, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,16,8,0.33,0.67,"[33, 0, 0, 0, 0, 0, 0, 67]",True,"[33, 0, 0, 0, 0, 0, 0, 67]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,16,9,0.44,0.56,"[44, 0, 0, 0, 0, 0, 0, 56]",True,"[44, 0, 0, 0, 0, 0, 0, 56]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,16,10,0.51,0.49,"[50, 0, 1, 0, 0, 2, 0, 47]",True,"[50, 0, 1, 0, 0, 2, 0, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,16,11,0.48,0.52,"[48, 0, 0, 0, 0, 0, 0, 52]",True,"[48, 0, 0, 0, 0, 0, 0, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,16,12,0.59,0.41,"[59, 0, 0, 0, 0, 0, 0, 41]",True,"[59, 0, 0, 0, 0, 0, 0, 41]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,16,13,0.57,0.43,"[57, 0, 0, 0, 0, 0, 0, 43]",True,"[57, 0, 0, 0, 0, 0, 0, 43]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,16,14,0.53,0.47,"[52, 0, 1, 0, 0, 0, 0, 47]",True,"[52, 0, 0, 1, 0, 0, 0, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,16,15,0.48,0.52,"[48, 0, 0, 0, 0, 0, 0, 52]",True,"[48, 0, 0, 0, 0, 0, 0, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,16,0,0.46,0.54,"[44, 1, 1, 0, 0, 0, 0, 54]",True,"[44, 1, 1, 0, 0, 0, 0, 54]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,16,1,0.41,0.59,"[41, 0, 0, 0, 0, 0, 0, 59]",True,"[41, 0, 0, 0, 0, 0, 0, 59]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,16,2,0.52,0.48,"[52, 0, 0, 0, 0, 0, 0, 48]",True,"[52, 0, 0, 0, 0, 0, 0, 48]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,16,3,0.57,0.43,"[57, 0, 0, 0, 0, 0, 0, 43]",True,"[57, 0, 0, 0, 0, 0, 0, 43]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,16,4,0.66,0.34,"[65, 0, 1, 0, 0, 0, 0, 34]",True,"[65, 0, 1, 0, 0, 0, 0, 34]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,16,5,0.51,0.48,"[49, 1, 1, 0, 1, 0, 3, 45]",True,"[49, 1, 1, 0, 1, 0, 3, 45]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,16,6,0.66,0.32,"[61, 1, 2, 2, 2, 0, 4, 28]",True,"[61, 1, 2, 2, 2, 1, 3, 28]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,16,7,0.48,0.51,"[41, 3, 2, 2, 1, 1, 1, 49]",True,"[41, 3, 2, 2, 1, 1, 1, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,16,8,0.26,0.73,"[25, 0, 1, 0, 1, 1, 2, 70]",True,"[25, 0, 1, 0, 1, 1, 2, 70]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,16,9,0.44,0.56,"[43, 1, 0, 0, 0, 3, 0, 53]",True,"[43, 1, 0, 0, 0, 3, 0, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,16,10,0.63,0.35,"[61, 1, 0, 1, 2, 0, 0, 35]",True,"[61, 0, 1, 1, 2, 0, 0, 35]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,16,11,0.43,0.57,"[43, 0, 0, 0, 0, 0, 0, 57]",True,"[43, 0, 0, 0, 0, 0, 0, 57]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,16,12,0.47,0.53,"[47, 0, 0, 0, 0, 0, 0, 53]",True,"[47, 0, 0, 0, 0, 0, 0, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,16,13,0.47,0.52,"[44, 0, 1, 2, 1, 2, 1, 49]",True,"[44, 0, 1, 2, 2, 1, 1, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,16,14,0.49,0.49,"[47, 1, 1, 0, 2, 0, 0, 49]",True,"[47, 0, 1, 0, 3, 0, 0, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,16,15,0.64,0.36,"[64, 0, 0, 0, 0, 1, 0, 35]",True,"[64, 0, 0, 0, 0, 1, 0, 35]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,20,0,0.46,0.54,"[45, 0, 1, 0, 0, 0, 1, 53]",True,"[45, 0, 1, 0, 0, 0, 1, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,20,1,0.58,0.42,"[58, 0, 0, 0, 0, 0, 0, 42]",True,"[58, 0, 0, 0, 0, 0, 0, 42]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,20,2,0.47,0.53,"[47, 0, 0, 0, 0, 0, 0, 53]",True,"[47, 0, 0, 0, 0, 0, 0, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,20,3,0.48,0.52,"[48, 0, 0, 0, 0, 0, 0, 52]",True,"[47, 0, 0, 1, 0, 0, 0, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,20,4,0.47,0.53,"[47, 0, 0, 0, 0, 0, 0, 53]",True,"[47, 0, 0, 0, 0, 0, 0, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,20,5,0.4,0.6,"[40, 0, 0, 0, 0, 0, 0, 60]",True,"[40, 0, 0, 0, 0, 0, 0, 60]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,20,6,0.44,0.56,"[42, 0, 0, 2, 0, 0, 2, 54]",True,"[42, 0, 0, 2, 0, 0, 3, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,20,7,0.53,0.47,"[53, 0, 0, 0, 0, 0, 0, 47]",True,"[53, 0, 0, 0, 0, 0, 0, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,20,8,0.49,0.51,"[48, 1, 0, 0, 0, 0, 0, 51]",True,"[48, 1, 0, 0, 0, 0, 0, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,20,9,0.45,0.55,"[45, 0, 0, 0, 0, 0, 1, 54]",True,"[45, 0, 0, 0, 0, 0, 1, 54]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,20,10,0.49,0.51,"[48, 0, 1, 0, 0, 0, 1, 50]",True,"[48, 0, 1, 0, 0, 0, 1, 50]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,20,11,0.51,0.49,"[51, 0, 0, 0, 0, 0, 0, 49]",True,"[51, 0, 0, 0, 0, 0, 0, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,20,12,0.51,0.49,"[51, 0, 0, 0, 0, 0, 0, 49]",True,"[51, 0, 0, 0, 0, 0, 0, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,20,13,0.51,0.49,"[51, 0, 0, 0, 0, 0, 0, 49]",True,"[51, 0, 0, 0, 0, 0, 0, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,20,14,0.42,0.58,"[40, 0, 1, 1, 0, 1, 0, 57]",True,"[40, 0, 1, 1, 0, 1, 0, 57]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,20,15,0.47,0.53,"[47, 0, 0, 0, 0, 0, 0, 53]",True,"[47, 0, 0, 0, 0, 0, 0, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,20,0,0.53,0.47,"[52, 0, 0, 1, 0, 0, 0, 47]",True,"[52, 0, 0, 1, 0, 0, 0, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,20,1,0.57,0.43,"[57, 0, 0, 0, 0, 0, 0, 43]",True,"[57, 0, 0, 0, 0, 0, 0, 43]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,20,2,0.53,0.47,"[53, 0, 0, 0, 0, 0, 0, 47]",True,"[53, 0, 0, 0, 0, 0, 0, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,20,3,0.45,0.55,"[44, 0, 1, 0, 0, 0, 0, 55]",True,"[44, 0, 0, 1, 0, 0, 0, 55]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,20,4,0.47,0.53,"[47, 0, 0, 0, 0, 0, 0, 53]",True,"[47, 0, 0, 0, 0, 0, 0, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,20,5,0.53,0.47,"[53, 0, 0, 0, 0, 0, 0, 47]",True,"[53, 0, 0, 0, 0, 0, 0, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,20,6,0.49,0.5,"[46, 1, 2, 0, 1, 1, 1, 48]",True,"[46, 1, 1, 1, 1, 1, 1, 48]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,20,7,0.4,0.6,"[40, 0, 0, 0, 0, 0, 0, 60]",True,"[40, 0, 0, 0, 0, 0, 0, 60]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,20,8,0.41,0.59,"[41, 0, 0, 0, 0, 0, 0, 59]",True,"[41, 0, 0, 0, 0, 0, 0, 59]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,20,9,0.44,0.56,"[44, 0, 0, 0, 0, 0, 1, 55]",True,"[44, 0, 0, 0, 0, 0, 1, 55]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,20,10,0.54,0.46,"[53, 1, 0, 0, 0, 0, 0, 46]",True,"[53, 1, 0, 0, 0, 0, 0, 46]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,20,11,0.41,0.59,"[41, 0, 0, 0, 0, 0, 0, 59]",True,"[41, 0, 0, 0, 0, 0, 0, 59]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,20,12,0.47,0.53,"[47, 0, 0, 0, 0, 0, 0, 53]",True,"[47, 0, 0, 0, 0, 0, 0, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,20,13,0.48,0.52,"[48, 0, 0, 0, 0, 0, 0, 52]",True,"[48, 0, 0, 0, 0, 0, 0, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,20,14,0.51,0.48,"[50, 0, 0, 1, 1, 0, 0, 48]",True,"[49, 1, 0, 1, 1, 0, 0, 48]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,20,15,0.5,0.5,"[50, 0, 0, 0, 0, 0, 0, 50]",True,"[50, 0, 0, 0, 0, 0, 0, 50]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,21,0,0.43,0.57,"[42, 1, 0, 0, 0, 0, 0, 57]",True,"[42, 1, 0, 0, 0, 0, 0, 57]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,21,1,0.46,0.54,"[46, 0, 0, 0, 0, 0, 0, 54]",True,"[46, 0, 0, 0, 0, 0, 0, 54]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,21,2,0.46,0.54,"[46, 0, 0, 0, 0, 0, 0, 54]",True,"[46, 0, 0, 0, 0, 0, 0, 54]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,21,3,0.49,0.5,"[47, 1, 1, 0, 1, 0, 1, 49]",True,"[47, 1, 1, 0, 1, 0, 1, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,21,4,0.45,0.54,"[45, 0, 0, 0, 1, 0, 0, 54]",True,"[44, 0, 0, 1, 1, 0, 0, 54]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,21,5,0.52,0.48,"[52, 0, 0, 0, 0, 0, 0, 48]",True,"[52, 0, 0, 0, 0, 0, 0, 48]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,21,6,0.65,0.35,"[62, 0, 3, 0, 0, 0, 1, 34]",True,"[62, 0, 3, 0, 0, 0, 2, 33]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,21,7,0.46,0.54,"[46, 0, 0, 0, 0, 0, 0, 54]",True,"[46, 0, 0, 0, 0, 0, 0, 54]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,21,8,0.55,0.45,"[55, 0, 0, 0, 0, 0, 0, 45]",True,"[55, 0, 0, 0, 0, 0, 0, 45]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,21,9,0.58,0.42,"[58, 0, 0, 0, 0, 0, 0, 42]",True,"[58, 0, 0, 0, 0, 0, 0, 42]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,21,10,0.48,0.52,"[48, 0, 0, 0, 0, 1, 0, 51]",True,"[48, 0, 0, 0, 0, 2, 0, 50]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,21,11,0.53,0.47,"[53, 0, 0, 0, 0, 0, 0, 47]",True,"[53, 0, 0, 0, 0, 0, 0, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,21,12,0.48,0.52,"[48, 0, 0, 0, 0, 0, 0, 52]",True,"[48, 0, 0, 0, 0, 0, 0, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,21,13,0.51,0.49,"[51, 0, 0, 0, 0, 0, 0, 49]",True,"[51, 0, 0, 0, 0, 0, 0, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,21,14,0.53,0.46,"[53, 0, 0, 0, 1, 1, 1, 44]",True,"[52, 0, 1, 0, 1, 1, 1, 44]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,21,15,0.36,0.64,"[36, 0, 0, 0, 0, 0, 0, 64]",True,"[36, 0, 0, 0, 0, 0, 0, 64]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,21,0,0.43,0.57,"[41, 1, 1, 0, 0, 2, 0, 55]",True,"[41, 1, 1, 0, 0, 2, 0, 55]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,21,1,0.47,0.53,"[47, 0, 0, 0, 0, 0, 0, 53]",True,"[47, 0, 0, 0, 0, 0, 0, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,21,2,0.5,0.5,"[50, 0, 0, 0, 0, 0, 0, 50]",True,"[50, 0, 0, 0, 0, 0, 0, 50]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,21,3,0.45,0.54,"[43, 1, 1, 0, 1, 1, 0, 53]",True,"[43, 0, 2, 0, 1, 1, 0, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,21,4,0.54,0.46,"[54, 0, 0, 0, 0, 0, 0, 46]",True,"[54, 0, 0, 0, 0, 0, 0, 46]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,21,5,0.48,0.52,"[48, 0, 0, 0, 0, 0, 0, 52]",True,"[48, 0, 0, 0, 0, 0, 0, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,21,6,0.53,0.47,"[50, 2, 1, 0, 0, 1, 0, 46]",True,"[50, 2, 0, 1, 0, 1, 0, 46]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,21,7,0.45,0.55,"[45, 0, 0, 0, 0, 0, 0, 55]",True,"[45, 0, 0, 0, 0, 0, 0, 55]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,21,8,0.44,0.56,"[44, 0, 0, 0, 0, 0, 0, 56]",True,"[44, 0, 0, 0, 0, 0, 0, 56]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,21,9,0.51,0.49,"[51, 0, 0, 0, 0, 0, 0, 49]",True,"[51, 0, 0, 0, 0, 0, 0, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,21,10,0.47,0.52,"[45, 0, 1, 1, 1, 0, 1, 51]",True,"[45, 0, 1, 1, 1, 0, 1, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,21,11,0.46,0.54,"[46, 0, 0, 0, 0, 0, 0, 54]",True,"[46, 0, 0, 0, 0, 0, 0, 54]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,21,12,0.51,0.49,"[51, 0, 0, 0, 0, 0, 0, 49]",True,"[51, 0, 0, 0, 0, 0, 0, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,21,13,0.53,0.47,"[53, 0, 0, 0, 0, 0, 0, 47]",True,"[53, 0, 0, 0, 0, 0, 0, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,21,14,0.56,0.44,"[56, 0, 0, 0, 0, 1, 1, 42]",True,"[56, 0, 0, 0, 1, 1, 1, 41]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,21,15,0.49,0.51,"[49, 0, 0, 0, 0, 0, 0, 51]",True,"[49, 0, 0, 0, 0, 0, 0, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,22,0,0.51,0.49,"[50, 1, 0, 0, 0, 0, 0, 49]",True,"[50, 1, 0, 0, 0, 0, 0, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,22,1,0.52,0.48,"[52, 0, 0, 0, 0, 0, 1, 47]",True,"[52, 0, 0, 0, 0, 0, 1, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,22,2,0.49,0.51,"[49, 0, 0, 0, 0, 0, 0, 51]",True,"[49, 0, 0, 0, 0, 0, 0, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,22,3,0.49,0.47,"[47, 0, 0, 2, 4, 1, 2, 44]",True,"[47, 0, 0, 2, 4, 1, 2, 44]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,22,4,0.49,0.51,"[49, 0, 0, 0, 0, 0, 1, 50]",True,"[49, 0, 0, 0, 0, 0, 1, 50]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,22,5,0.55,0.45,"[55, 0, 0, 0, 0, 1, 0, 44]",True,"[55, 0, 0, 0, 0, 1, 0, 44]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,22,6,0.44,0.56,"[43, 1, 0, 0, 0, 0, 2, 54]",True,"[42, 2, 0, 0, 0, 0, 2, 54]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,22,7,0.53,0.47,"[53, 0, 0, 0, 0, 1, 0, 46]",True,"[53, 0, 0, 0, 0, 1, 0, 46]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,22,8,0.57,0.43,"[57, 0, 0, 0, 0, 0, 0, 43]",True,"[57, 0, 0, 0, 0, 0, 0, 43]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,22,9,0.48,0.52,"[48, 0, 0, 0, 0, 0, 0, 52]",True,"[48, 0, 0, 0, 0, 0, 0, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,22,10,0.62,0.38,"[61, 1, 0, 0, 0, 0, 2, 36]",True,"[61, 1, 0, 0, 0, 0, 2, 36]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,22,11,0.5,0.5,"[50, 0, 0, 0, 0, 0, 0, 50]",True,"[50, 0, 0, 0, 0, 0, 0, 50]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,22,12,0.51,0.49,"[51, 0, 0, 0, 0, 0, 0, 49]",True,"[51, 0, 0, 0, 0, 0, 0, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,22,13,0.52,0.48,"[52, 0, 0, 0, 0, 1, 0, 47]",True,"[52, 0, 0, 0, 0, 1, 0, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,22,14,0.45,0.55,"[44, 1, 0, 0, 0, 0, 0, 55]",True,"[44, 1, 0, 0, 0, 0, 0, 55]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,22,15,0.42,0.57,"[42, 0, 0, 0, 1, 0, 0, 57]",True,"[42, 0, 0, 0, 1, 0, 0, 57]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
